ORCID,full_name,given_name,family_name,credit_name,status_code,error
0009-0001-0621-7687,Angelina Yihan Zhang,Angelina Yihan,Zhang,,200,
0009-0001-0632-4837,Brandon Mulcunry,Brandon,Mulcunry,,200,
0009-0001-0637-0921,Sonal Singh,Sonal,Singh,,200,
0009-0001-0680-5083,Karly Chan,Karly,Chan,,200,
0009-0001-0712-1599,Siobhan Kelly,Siobhan,Kelly,,200,
0009-0001-0712-436X,Christopher Fanta,Christopher,Fanta,,200,
0009-0001-0714-4723,R Bradley Snyder,Russell Bradley,Snyder,R Bradley Snyder,200,
0009-0001-0727-3111,Vanessa Beltran Loza,Vanessa,Beltran Loza,,200,
0009-0001-0757-4336,Gaia-Marie  Gerbaka,Gaia-Marie ,Gerbaka,,200,
0009-0001-0757-5777,Sabine Himmelseher,Sabine,Himmelseher,,200,
0009-0001-0779-4486,Ryan Pogemiller,Ryan Pogemiller,,,200,
0009-0001-0822-2447,Diana Siganoff,Diana,Siganoff,,200,
0009-0001-0832-6254,Andriy  Fedorenko,Andriy ,Fedorenko,,200,
0009-0001-0880-8253,Madeleine Kingan,Madeleine,Kingan,,200,
0009-0001-0883-454X,Sophie Roth,Sophie,Roth,,200,
0009-0001-0891-0477,Pengwei Sui,Pengwei,Sui,,200,
0009-0001-0902-9630,Michail Andreopoulos ,Michail,Andreopoulos ,,200,
0009-0001-0922-9640,Sam Muhanguzi,Sam,Muhanguzi,,200,
0009-0001-0928-6514,Gerri Duka,Gerri,Duka,,200,
0009-0001-0951-5030,Ishaan Singh Chandok,Ishaan Singh,Chandok,,200,
0009-0001-0962-2119,Imani Fonfield,Imani,Fonfield,,200,
0009-0001-0983-7726,Ernest Castro Lee,Ernest Castro,Lee,,200,
0009-0001-0986-3465,Eben  Philbin,Eben ,Philbin,,200,
0009-0001-1027-5142,Lauren Taylor,Lauren,Taylor,,200,
0009-0001-1035-9522,Soyoun Moon,Soyoun,Moon,,200,
0009-0001-1043-1643,John Warner,John,Warner,,200,
0009-0001-1060-8963,Kira Fagerstrom,Kira,Fagerstrom,,200,
0009-0001-1075-0660,Elizabeth Brock,Elizabeth,Brock,,200,
0009-0001-1141-4909,Efrene Sakilayan,Efrene,Sakilayan,,200,
0009-0001-1144-6345,Callie García,Callie,García,,200,
0009-0001-1155-0337,Lisa,Lisa,,,200,
0009-0001-1171-918X,Sarah Hearns,Sarah,Hearns,,200,
0009-0001-1204-3679,asmaa ahmed,asmaa,ahmed,,200,
0009-0001-1208-7284,Lukman Hassan Hallaj Shafi Vedaralalage,Lukman Hassan Hallaj Shafi,Vedaralalage,,200,
0009-0001-1221-1505,Paula Rodriguez-Diaz,Paula,Rodriguez-Diaz,,200,
0009-0001-1264-1943,Zijing Zhu,Zijing,Zhu,,200,
0009-0001-1268-1654,Frederick Umminger,Frederick,Umminger,,200,
0009-0001-1269-4842,Valeria Merino,Valeria,Merino,,200,
0009-0001-1301-1230,Sarah Kennedy Bates,Sarah,Kennedy Bates,,200,
0009-0001-1459-022X,Sanjana Kattera,Sanjana,Kattera,,200,
0009-0001-1461-1860,Emmeline Cordingley,Emmeline,Cordingley,,200,
0009-0001-1471-5360,Chaomei Wang,Chaomei,Wang,,200,
0009-0001-1487-1611,Marco D'Alessandro,Marco,D'Alessandro,,200,
0009-0001-1507-1616,DIVYA MIRGH,DIVYA,MIRGH,,200,
0009-0001-1514-3288,Toshiaki Komura,Toshiaki,Komura,,200,
0009-0001-1518-1663,Rodney Chan,Rodney,Chan,,200,
0009-0001-1521-8753,Mingxuan Chen,Mingxuan,Chen,,200,
0009-0001-1547-8870,Edward Ngai,Edward,Ngai,,200,
0009-0001-1560-0063,Zander Chearavanont,Zander,Chearavanont,,200,
0009-0001-1587-1197,Emily Lawrence,Emily,Lawrence,,200,
0009-0001-1596-1221,Andy Keefe,Andy,Keefe,,200,
0009-0001-1615-1474,Brice Bakkali-Hassani,Brice Bakkali-Hassani,,,200,
0009-0001-1616-4507,Lucas Do,Lucas,Do,,200,
0009-0001-1676-5855,Yuxin Bai,Yuxin,Bai,,200,
0009-0001-1697-0875,Lúcio Vinhas de Souza,Lúcio,Vinhas de Souza,,200,
0009-0001-1733-1311,Bart Lodder,Bart,Lodder,,200,
0009-0001-1746-7315,Hung Mac Chan Le,Hung Mac Chan,Le,,200,
0009-0001-1780-0587,Dean Wajdi Zeineddine,Dean Wajdi,Zeineddine,,200,
0009-0001-1797-6945,Margaret R. Chou,Margaret R.,Chou,Margaret R. Chou,200,
0009-0001-1854-6357,M1T4U,M1T4U,,,200,
0009-0001-1878-7484,Hosheng Chiang,Hosheng,Chiang,,200,
0009-0001-1880-7027,Chelsea Marie Lam,Chelsea Marie,Lam,,200,
0009-0001-1916-5476,Ji-Eun Kim,Ji-Eun Kim,,,200,
0009-0001-1923-8823,"Alaq Haddad, MD","Alaq Haddad, MD",,,200,
0009-0001-1973-4042,PEI YAO SIMON MA,PEI YAO SIMON,MA,,200,
0009-0001-2051-2340,Naeema Hopkins-Kotb,Naeema Hopkins-Kotb,,,200,
0009-0001-2058-5267,Katherine Catulle,Katherine,Catulle,,200,
0009-0001-2061-6318,Shoghik Mikayelyan,Shoghik,Mikayelyan,,200,
0009-0001-2080-030X,Simaa Simaa,Simaa,Simaa,,200,
0009-0001-2082-4619,Robret Erickson,Robret,Erickson,,200,
0009-0001-2145-041X,Luca Del Deo,Luca,Del Deo,,200,
0009-0001-2160-8790,"Russell C Tontz, III, MD, MPH",Russell C.,"Tontz, III","Russell C Tontz, III, MD, MPH",200,
0009-0001-2170-8089,Arvid E. Gollwitzer,Arvid E.,Gollwitzer,,200,
0009-0001-2190-2359,Caitlin Laughlin,Caitlin,Laughlin,,200,
0009-0001-2209-1412,Alyssa,Alyssa,,,200,
0009-0001-2256-550X,Lorenzo  Gatta,Lorenzo ,Gatta,,200,
0009-0001-2266-0363,He Sun,He,Sun,,200,
0009-0001-2267-4589,Xin Jiang,Xin,Jiang,,200,
0009-0001-2272-9578,Britania Walters,Britania,Walters,,200,
0009-0001-2278-2619,Rachel Librett,Rachel,Librett,,200,
0009-0001-2282-6810,Soojung Lee,Soojung,Lee,,200,
0009-0001-2304-2292,Alexander Douglas,Alexander,Douglas,,200,
0009-0001-2310-4967,John Ward,John,Ward,,200,
0009-0001-2321-885X,Ian Kelk,Ian,Kelk,,200,
0009-0001-2383-2083,Nana Komoriya,Nana,Komoriya,,200,
0009-0001-2455-6455,Ilkim Karakus,Ilkim,Karakus,,200,
0009-0001-2466-0228,Aran Sonnad-Joshi,Aran,Sonnad-Joshi,,200,
0009-0001-2470-7030,Catherine Hayes,Catherine,Hayes,,200,
0009-0001-2474-5512,Valentine Gilbert,Valentine,Gilbert,,200,
0009-0001-2478-356X,Gabriella Seiler,Gabriella,Seiler,,200,
0009-0001-2521-4908,Ewelina Nowak,Ewelina,Nowak,,200,
0009-0001-2526-485X,Fei Yuan,Fei,Yuan,,200,
0009-0001-2527-701X,Olivia Zhao,Olivia,Zhao,,200,
0009-0001-2547-1533,Andrew K Mlynarchik,Andrew K,Mlynarchik,Andrew K Mlynarchik,200,
0009-0001-2562-1976,Morgan Cooper,Morgan,Cooper,,200,
0009-0001-2602-4612,Kate Strangfeld,Kate Strangfeld,,,200,
0009-0001-2608-4009,Anthony Eliot Striker,Anthony Eliot,Striker,,200,
0009-0001-2611-196X,Rania AL Wandi,Rania,AL Wandi,,200,
0009-0001-2634-8916,David Armo,David,Armo,,200,
0009-0001-2658-3510,HyoJeon Kim,HyoJeon,Kim,,200,
0009-0001-2665-2571,Sijia Li,Sijia,Li,,200,
0009-0001-2752-8089,Riley Flynn,Riley Flynn,,,200,
0009-0001-2775-7017,Raunak Vijay,Raunak,Vijay,,200,
0009-0001-2780-6405,Haiyang Zhang,Haiyang,Zhang,,200,
0009-0001-2780-715X,Jingwen Zhang,Jingwen,Zhang,,200,
0009-0001-2826-4732,Aya Jawad,Aya,Jawad,,200,
0009-0001-2848-1008,Sanjana Mandala,Sanjana,Mandala,,200,
0009-0001-2869-4409,Beikl Liu,Beikl,Liu,,200,
0009-0001-2877-9437,Ashley Hurst,Ashley,Hurst,,200,
0009-0001-2880-484X,Liam Brennan-McCann,Liam,Brennan-McCann,,200,
0009-0001-2926-7003,Mary  Thompson,Mary ,Thompson,,200,
0009-0001-3031-1462,Lauren Shabazian,Lauren,Shabazian,,200,
0009-0001-3096-9942,Rohith Sajith,Rohith,Sajith,,200,
0009-0001-3116-3780,Avneesh Verma,Avneesh,Verma,,200,
0009-0001-3122-3165,Caroline Lee,Caroline Lee,,,200,
0009-0001-3138-257X,Emma Adler,Emma,Adler,,200,
0009-0001-3153-3913,Amy Besaw Medford,Amy Besaw,Medford,,200,
0009-0001-3182-4200,Juan Li,Juan,Li,,200,
0009-0001-3183-1865,Nicholas Oshry,Nicholas,Oshry,,200,
0009-0001-3190-9052,Tianfang Shen,Tianfang,Shen,,200,
0009-0001-3200-0393,Miri Bar- Halpern Hobin,Miri,Bar- Halpern Hobin,,200,
0009-0001-3277-9253,Saira Prasanth,Saira,Prasanth,,200,
0009-0001-3302-2084,"Ben, Benjamin Mazel","Ben, Benjamin",Mazel,,200,
0009-0001-3312-7134,Hayden Patterson,Hayden,Patterson,,200,
0009-0001-3327-9410,Christian Bonilla ,Christian Bonilla ,,,200,
0009-0001-3341-3595,Kimberlee Anne Campbell,Kimberlee Anne,Campbell,,200,
0009-0001-3360-6071,Milena Chaufan,Milena Chaufan,,,200,
0009-0001-3378-4513,Ondrej Vesely,Ondrej,Vesely,,200,
0009-0001-3389-419X,Matthew Ackerman,Matthew,Ackerman,,200,
0009-0001-3397-8094,Yetong Xu,Yetong,Xu,,200,
0009-0001-3425-432X,Dispensary orlando  university,Dispensary orlando ,university,,200,
0009-0001-3462-5178,Eleanor Frechette,Eleanor,Frechette,,200,
0009-0001-3530-1191,Maxwell Kounga,Maxwell,Kounga,,200,
0009-0001-3547-3364,Ozge Yildiz,Ozge,Yildiz,,200,
0009-0001-3562-8776,Karin Stromswold ,Karin,Stromswold ,,200,
0009-0001-3568-6634,Michelle  Bosché,Michelle, Bosché,,200,
0009-0001-3574-1576,Karen Greenberg,Karen,Greenberg,,200,
0009-0001-3615-6942,Charles Wulff,Charles,Wulff,,200,
0009-0001-3624-4563,Temazulu Zulu,Temazulu,Zulu,,200,
0009-0001-3666-9115,Karina Lezgiyeva,Karina,Lezgiyeva,,200,
0009-0001-3668-9976,Kevin Ryan,Kevin,Ryan,,200,
0009-0001-3674-2028,David Hannan,David,Hannan,,200,
0009-0001-3742-8823,John Meister,John,Meister,,200,
0009-0001-3776-2848,Sraavya Sambara,Sraavya Sambara,,,200,
0009-0001-3796-7747,Lujing Chen,Lujing,Chen,,200,
0009-0001-3826-383X,TAMARA SANDERSON,TAMARA,SANDERSON,,200,
0009-0001-3841-6330,Haichuan Wang,Haichuan,Wang,,200,
0009-0001-3868-1118,James Prosper Chen,James,Chen,James Prosper Chen,200,
0009-0001-3872-3699,Kumar Krishnan,Kumar,Krishnan,,200,
0009-0001-3930-3530,Katherine Zeng,Katherine Zeng,,,200,
0009-0001-3943-4637,Valentin BADEA,Valentin,BADEA,,200,
0009-0001-3962-5636,Noah Kassis,Noah,Kassis,,200,
0009-0001-3972-0537,Evan Lynch,Evan,Lynch,,200,
0009-0001-3992-7888,Kangni Huang,Kangni,Huang,,200,
0009-0001-4027-9689,Jon Woodward,Jon,Woodward,,200,
0009-0001-4039-8274,NINGHE SUN,NINGHE,SUN,,200,
0009-0001-4043-022X,stacie simon,stacie,simon,,200,
0009-0001-4073-4186,Shiza Butt,Dr Shiza,Butt,Shiza Butt,200,
0009-0001-4124-5501,jack lovell Lovell,jack lovell,Lovell,,200,
0009-0001-4152-0489,Giorgia Bove,Giorgia,Bove,,200,
0009-0001-4184-3464,Alexander Ko,Alexander,Ko,Alexander Ko,200,
0009-0001-4218-1765,Gerson Personnat,Gerson,Personnat,,200,
0009-0001-4234-240X,Abby Hayhurst,Abby,Hayhurst,,200,
0009-0001-4279-7420,Secquoia Cornelius ,Secquoia Cornelius ,,,200,
0009-0001-4292-096X,Amy Du,Yue,Du,Amy Du,200,
0009-0001-4296-0160,Lexuan LIU,Lexuan,LIU,,200,
0009-0001-4300-2001,Swati Puri,Swati,Puri,,200,
0009-0001-4311-7036,Victoria I. Cottrell,Victoria,Cottrell,Victoria I. Cottrell,200,
0009-0001-4354-4732,Yicong Jiang Jiang,Yicong Jiang,Jiang,,200,
0009-0001-4362-752X,Kevin Raskin,Kevin,Raskin,,200,
0009-0001-4364-1938,Koan Hemana,Koan,Hemana,,200,
0009-0001-4413-3759,Alexandra Vacroux,Alexandra,Vacroux,,200,
0009-0001-4491-9153,Zachary Wojtowicz,Zachary,Wojtowicz,,200,
0009-0001-4501-8402,Apolonia Gardner,Apolonia,Gardner,,200,
0009-0001-4527-6575,Julia Thulander,Julia,Thulander,,200,
0009-0001-4561-9013,Katie Krupa,Katie Krupa,,,200,
0009-0001-4569-3838,Asa Hartman,Asa,Hartman,,200,
0009-0001-4575-4987,Zazai Owens,Zazai,Owens,Zazai Owens,200,
0009-0001-4593-3264,Shucheng Kang,Shucheng,Kang,,200,
0009-0001-4595-4452,Andy Wang,Andy,Wang,Andy Wang,200,
0009-0001-4603-1836,Tanner Baldwin,Benjamin Tanner,Baldwin,Tanner Baldwin,200,
0009-0001-4628-5772,Guillermo Astudillo,Guillermo,Astudillo,,200,
0009-0001-4636-0701,Kimberly Huynh,Kimberly,Huynh,,200,
0009-0001-4653-4652,Leanne Ho,Leanne,Ho,Leanne Ho,200,
0009-0001-4666-0851,Christina Matta,Christina,Matta,,200,
0009-0001-4712-4006,Natasha  Lleonora,Natasha ,Lleonora,,200,
0009-0001-4712-9739,Anaya Zachery,Anaya,Zachery,,200,
0009-0001-4719-4581,Bailey Smith,Bailey,Smith,,200,
0009-0001-4776-3297,Sennan Wang,Sennan,Wang,,200,
0009-0001-4789-3032,Shriya Srikanth,Shriya,Srikanth,,200,
0009-0001-4794-6093,Alexis Buckley,Alexis,Buckley,,200,
0009-0001-4838-4504,Cordelia Isbell,Cordelia,Isbell,,200,
0009-0001-4839-2715,Yaxian Zhou,Yaxian,Zhou,,200,
0009-0001-4861-4293,Alexander Lee,Alexander Lee,,,200,
0009-0001-4927-7794,Denisse Lopez Flores,Denisse,Lopez,Denisse Lopez Flores,200,
0009-0001-4959-2882,Suzanne Gouda,Suzanne,Gouda,,200,
0009-0001-4960-285X,Juliya Hsiang,Juliya,Hsiang,,200,
0009-0001-4971-7569,Nicolas L'Huillier,Nicolas,L'Huillier,,200,
0009-0001-4975-5557,Joseph  Andrew Lee,Joseph ,Andrew Lee,,200,
0009-0001-4980-307X,Ekaterina Kostioukhina,Ekaterina,Kostioukhina,,200,
0009-0001-5020-367X,L N F Cardoso,Laura,Nogueira de Faria Cardoso,L N F Cardoso,200,
0009-0001-5042-6021,Dennis Porto,Dennis,Porto,,200,
0009-0001-5061-7362,Natalie Slaughter,Natalie,Slaughter,,200,
0009-0001-5093-4106,Jason Jabbour,Jason,Jabbour,,200,
0009-0001-5094-3360,Srimayi Tenali,Srimayi,Tenali,,200,
0009-0001-5121-8777,Isabella Cao,Isabella Cao,,,200,
0009-0001-5130-8051,Chong Zhao,Chong,Zhao,,200,
0009-0001-5186-7873,Julio Avael,Julio,Avael,,200,
0009-0001-5206-9697,Oliver Fabrizio Carlos Bonilla,Oliver Fabrizio,Carlos Bonilla,,200,
0009-0001-5265-858X,Batuhan Kayalı,Batuhan,Kayalı,,200,
0009-0001-5277-7714,Charles Wyplosz,Charles,Wyplosz,,200,
0009-0001-5347-0116,Tina,Tina,,,200,
0009-0001-5349-8741,Mostafa  Ghorab,Mostafa ,Ghorab,,200,
0009-0001-5368-5221,Chris Dakopoulos,Chris,Dakopoulos,,200,
0009-0001-5448-4202,Mr. Ronit Avadhuta,Ronit,Avadhuta,Mr. Ronit Avadhuta,200,
0009-0001-5451-4168,3881- Prince Pipaliya,3881- Prince,Pipaliya,,200,
0009-0001-5474-5556,Conor Moran,Conor,Moran,,200,
0009-0001-5547-839X,Mantu Bhaumik,Mantu,Bhaumik,,200,
0009-0001-5553-5294,John Nicholas Jung Shumate,John Nicholas Jung,Shumate,,200,
0009-0001-5557-439X,Ívory DOTkamina,Ívory,DOTkamina,,200,
0009-0001-5569-4922,Kyra Rosen,Kyra,Rosen,,200,
0009-0001-5575-0285,Kamal Tarabine,Kamal,Tarabine,,200,
0009-0001-5595-961X,Jack MacDonald,Jack,MacDonald,,200,
0009-0001-5610-6467,John,John,,,200,
0009-0001-5633-4689,Helen Swift,Helen,Swift,,200,
0009-0001-5665-5490,Jad Mchaimech,Jad,Mchaimech,,200,
0009-0001-5680-8100,Melanie Orlowski,Melanie,Orlowski,,200,
0009-0001-5692-7572,Fucheng Warren Zhu,Fucheng Warren,Zhu,,200,
0009-0001-5751-2010,Ericka,Ericka,,,200,
0009-0001-5764-1306,Karen Teoh,Karen,Teoh,,200,
0009-0001-5765-545X,Lauren Dang,Lauren Dang,,,200,
0009-0001-5789-6130,Kailey Sultaire,Kailey,Sultaire,,200,
0009-0001-5874-3195,Dailin Luo,Dailin,Luo,,200,
0009-0001-5875-0168,CHRISTINE WANG,CHRISTINE,WANG,,200,
0009-0001-5889-9333,Elizabeth Vickery,Elizabeth,Vickery,,200,
0009-0001-5890-864X,Valentina de la Torre,Valentina,de la Torre,,200,
0009-0001-5895-4240,Heather Valenova Dayag,Heather Valenova,Dayag,,200,
0009-0001-5920-2817,Yosuke TAMURA,Yosuke,TAMURA,,200,
0009-0001-5971-9541,Diana Laura Díaz-Pérez,Diana Laura,Díaz-Pérez,,200,
0009-0001-5993-6941,Lara  Hindle,Lara ,Hindle,,200,
0009-0001-6008-7836,Gerald Cox,Gerald,Cox,,200,
0009-0001-6053-1749,Sarah Moses,Sarah,Moses,,200,
0009-0001-6070-2181,Sangha Kim,Sangha,Kim,,200,
0009-0001-6091-677X,Carter Tims,Carter,Tims,,200,
0009-0001-6101-7397,Ben Gregson,Ben,Gregson,,200,
0009-0001-6104-2568,Kirsten Burke,Kirsten,Burke,,200,
0009-0001-6128-7864,Acile Nahlawi,Acile,Nahlawi,,200,
0009-0001-6135-4916,Peter Marx,Peter,Marx,,200,
0009-0001-6154-1156,Jessica Freed,Jessica,Freed,,200,
0009-0001-6157-9007,Gabriela Petersen,Gabriela,Petersen,,200,
0009-0001-6171-159X,Thao Dinh,Thao,Dinh,,200,
0009-0001-6171-8388,Jie Zheng,Jie,Zheng,,200,
0009-0001-6230-5956,Pei-An Lee,Pei-An,Lee,,200,
0009-0001-6250-8446,Maria Mavroudi,Maria,Mavroudi,,200,
0009-0001-6290-4676,Gabrielle Mathew,Gabrielle Mathew,,,200,
0009-0001-6314-7849,Yun Saksena,Yun,Saksena,,200,
0009-0001-6346-0157,Rebecca Mak,Rebecca,Mak,,200,
0009-0001-6352-1757,Xugeng  Liu,Xugeng ,Liu,,200,
0009-0001-6366-9516,Ivan Ichet,Ivan,Ichet,,200,
0009-0001-6400-1753,Emily Hang,Emily Hang,,,200,
0009-0001-6407-2308,Ben Berger,Ben,Berger,,200,
0009-0001-6440-2020,Annie J. Park,Annie J.,Park,,200,
0009-0001-6441-8436,Fabio Enrique Parada Cabrera,Fabio Enrique,Parada Cabrera,,200,
0009-0001-6466-9489,Micah J. Fleck,Micah J.,Fleck,,200,
0009-0001-6493-6460,Isabella Silveira,Isabella Silveira,,,200,
0009-0001-6495-9849,Felipe Pereda,Felipe Pereda,,,200,
0009-0001-6512-0236,Alina Sima ,Alina Sima ,,,200,
0009-0001-6554-6640,Scholarya Publishing,Scholarya,Publishing,,200,
0009-0001-6558-3775,Martin Quinn,Martin,Quinn,,200,
0009-0001-6577-714X,Colleen Kelly,Colleen,Kelly,,200,
0009-0001-6621-3397,Kelly Ding,Kelly,Ding,,200,
0009-0001-6621-9211,Theo Tobel,Theo,Tobel,,200,
0009-0001-6703-0592,Goretti Teresa Gonzalez,Goretti,Gonzalez,Goretti Teresa Gonzalez,200,
0009-0001-6789-8383,Sandra Sucher,Sandra,Sucher,,200,
0009-0001-6790-1036,Layla Al-Zubi,Layla,Al-Zubi,,200,
0009-0001-6792-6188,Rohan Chopra,Rohan,Chopra,,200,
0009-0001-6840-0110,Shannon Ehmsen,Shannon,Ehmsen,,200,
0009-0001-6850-8885,Madeline Ward,Madeline,Ward,,200,
0009-0001-6932-3508,Matthew L. Russell,Matthew L.,Russell,,200,
0009-0001-6946-7018,Nolan Neu,Nolan,Neu,,200,
0009-0001-6970-3316,Frank Lu,Frank,Lu,,200,
0009-0001-6991-6805,Emilie Tu,Emilie,Tu,,200,
0009-0001-7006-8102,Dr. Shamell Bell,Dr. Shamell Bell,,,200,
0009-0001-7032-6597,Cedric-Pascal Sommer,Cedric-Pascal,Sommer,,200,
0009-0001-7037-0782,Adja Camara,Adja,Camara,,200,
0009-0001-7070-2847,Zachary Friske,Zachary,Friske,,200,
0009-0001-7093-5237,Juan C. Lara,Juan Camilo,Lara Calvo,Juan C. Lara,200,
0009-0001-7096-2518,Shi Larry Cao,Shi Larry,Cao,,200,
0009-0001-7121-0465,Yajin Zhao,Yajin,Zhao,,200,
0009-0001-7127-6341,Max,Max,,,200,
0009-0001-7138-3331,Rafee Qureshi,Rafee Qureshi,,,200,
0009-0001-7164-1150,Cassidy Shubatt,Cassidy,Shubatt,,200,
0009-0001-7192-6762,Gellila Asmamaw,Gellila,Asmamaw,,200,
0009-0001-7217-0661,Muhammad Aly Farhan,Muhammad Aly Farhan,,,200,
0009-0001-7232-8932,Quyen D. Nguyen,Quyen,Nguyen,Quyen D. Nguyen,200,
0009-0001-7234-318X,Christopher Y Shin,Christopher,Shin,Christopher Y Shin,200,
0009-0001-7264-3588,Hanzhang Zhao,Hanzhang,Zhao,,200,
0009-0001-7308-5581,Erica Farmer,Erica,Farmer,,200,
0009-0001-7341-7929,Kellie Solowski,Kellie Solowski,,,200,
0009-0001-7344-4636,Sonia Murthy,Sonia Murthy,,,200,
0009-0001-7346-4215,Xunan Wang,Xunan,Wang,,200,
0009-0001-7355-8027,Jack soncheng,Jack,soncheng,,200,
0009-0001-7371-4034,Emily Stolz,Emily,Stolz,,200,
0009-0001-7423-7890,Helen Zhang,Helen,Zhang,,200,
0009-0001-7433-4631,ANAN CHEN,ANAN,CHEN,,200,
0009-0001-7460-7054,Raja  Kourav ,Raja ,Kourav ,,200,
0009-0001-7463-7915,Hadi Khalaf,Hadi,Khalaf,,200,
0009-0001-7466-5879,Sarah Grill,Sarah,Grill,,200,
0009-0001-7472-0743,Nebiyat Eskndir,Nebiyat,Eskndir,,200,
0009-0001-7478-6881,Nina Cohodes,Nina,Cohodes,,200,
0009-0001-7486-6646,Viliam Brezani,Viliam,Brezani,,200,
0009-0001-7515-8457,Coco Holliday,Coco,Holliday,,200,
0009-0001-7544-9924,Hiba  Farhat,Hiba ,Farhat,,200,
0009-0001-7607-9654,Kaitlyn Hung,Kaitlyn,Hung,,200,
0009-0001-7618-5422,Fateme Hoshyarzare,Fateme,Hoshyarzare,,200,
0009-0001-7629-133X,Anastasia Iris Karkempetzaki,Anastasia Iris,Karkempetzaki,,200,
0009-0001-7652-3583,Patrick McLaren,Patrick,McLaren,,200,
0009-0001-7667-0807,Yiko Li,Yiko,Li,,200,
0009-0001-7722-2758,Hani Singer,Hani,Singer,,200,
0009-0001-7733-4899,Harion Custódio,Harion,Custódio,,200,
0009-0001-7757-2731,Michelle Shah,Michelle,Shah,,200,
0009-0001-7774-6826,Alexander Li,Alexander Li,,,200,
0009-0001-7800-0305,Nicolas Kubista,Nicolas,Kubista,,200,
0009-0001-7825-7995,Christian,Christian,,,200,
0009-0001-7827-0452,Urte Venclovaite,Urte,Venclovaite,,200,
0009-0001-7827-0778,Marina Hovhannisyan,Marina Hovhannisyan,,,200,
0009-0001-7830-5221,Qiannuo Lou,Qiannuo,Lou,,200,
0009-0001-7840-7076,JOHN HERMAN,JOHN,HERMAN,,200,
0009-0001-7846-1718,Katherine Spiegel,Katherine,Spiegel,,200,
0009-0001-7917-4796,David G. Behery,David,Behery,David G. Behery,200,
0009-0001-7928-6157,Idrissa I. Cisse,Idrissa I.,Cisse,,200,
0009-0001-7980-5906,Triscia Afihene,Triscia,Afihene,,200,
0009-0001-7988-6996,Mirika Jambudi Jambudi,Mirika Jambudi,Jambudi,,200,
0009-0001-8013-8645,Nana Yaa Amoh,Nana Yaa,Amoh,,200,
0009-0001-8016-726X,Mohammed M.  Al Ezzi,Mohammed M. ,Al Ezzi,,200,
0009-0001-8039-290X,Alexis Turner,Alexis,Turner,,200,
0009-0001-8083-6515,Michelle,Michelle,,,200,
0009-0001-8122-3139,Shyla Magdalena Bhimani,Shyla Magdalena,Bhimani,,200,
0009-0001-8152-6404,Dingjingyu Zhou,Dingjingyu,Zhou,,200,
0009-0001-8157-0413,William Hassel,William,Hassel,,200,
0009-0001-8165-2435,Sophia Maite Magdalena Goeppinger,Sophia Maite Magdalena,Goeppinger,,200,
0009-0001-8192-3725,Jessica Broach,Jessica Broach,,,200,
0009-0001-8199-7978,Sarah  Taha,Sarah ,Taha,,200,
0009-0001-8230-1477,Kevin Felix,Kevin,Felix,,200,
0009-0001-8233-1510,Ellie Jackson,Ellie,Jackson,,200,
0009-0001-8238-9309,Aarav Sinha,Aarav,Sinha,,200,
0009-0001-8273-5945,Frank Lehman,Frank,Lehman,,200,
0009-0001-8285-7424,Isabella  Sobolewski ,Isabella ,Sobolewski ,,200,
0009-0001-8291-0002,Ebrahim,Ebrahim,,,200,
0009-0001-8367-5622,Andrew Choe,Andrew,Choe,,200,
0009-0001-8383-6975,Emire Cihan Yuksel,Emire Cihan,Yuksel,,200,
0009-0001-8384-6786,Roshan Kenia,Roshan,Kenia,,200,
0009-0001-8483-6504,William Ronchetti,William,Ronchetti,,200,
0009-0001-8488-6720,Alexandra Witte,Alexandra Witte,,,200,
0009-0001-8513-6366,Michael Slater,Michael,Slater,,200,
0009-0001-8552-369X,Nicholas Andrysiak,Nicholas,Andrysiak,,200,
0009-0001-8610-2037,Candicee Childs,Candicee,Childs,,200,
0009-0001-8620-7429,Mustakim Rahman ,Mustakim Rahman ,,,200,
0009-0001-8665-2522,Austin Fergusson,Austin,Fergusson,,200,
0009-0001-8668-396X,Aneesh Mazumder,Aneesh,Mazumder,,200,
0009-0001-8668-8867,Tetiana Matviiuk,Tetiana,Matviiuk,,200,
0009-0001-8693-452X,Isaiah Freeman,Isaiah,Freeman,,200,
0009-0001-8739-1678,Peter Volberding,Peter,Volberding,,200,
0009-0001-8747-7252,Camran Mani,Camran,Mani,,200,
0009-0001-8764-0611,Xingren Wang,Xingren,Wang,,200,
0009-0001-8774-9772,Léa Roth,Léa,Roth,,200,
0009-0001-8782-7558,Emily E. Hughes,Emily,Hughes,Emily E. Hughes,200,
0009-0001-8782-850X,Cassandra Cole,Cassandra,Cole,,200,
0009-0001-8788-7702,Emre R. Alca,Emre R.,Alca,,200,
0009-0001-8808-6560,Lucy G. Lee,Lucy,Lee,Lucy G. Lee,200,
0009-0001-8835-4123,Pooja  Singu,Pooja ,Singu,,200,
0009-0001-8848-8324,Jing Sun,Jing,Sun,,200,
0009-0001-8849-138X,Crane Sarris,Crane,Sarris,,200,
0009-0001-8895-0953,Feshop cc,Feshop,cc,,200,
0009-0001-8909-9689,Jiwon Lee,Jiwon,Lee,,200,
0009-0001-8940-6773,Jonah Downs,Jonah,Downs,,200,
0009-0001-8954-1836,Diya Gheewala,Diya,Gheewala,,200,
0009-0001-8958-9717,Dr. Glenn Jakobsen,Glenn,Jakobsen,Dr. Glenn Jakobsen,200,
